10/18/2017, , ,89.5,James Harden,SG,"$10,200 ", , ,HOU,@SAC,54.9,71.8,38,5.83,5.4,34.83,35.1,21,25,49.07,0.56,18.84,18.9,3,1,31%,-1.7,-5.4,-0.4&nbsp;Richardson,  Scott,  Spooner, , , , ,2A,1,112.5,105,-0.8,-7.5,217.5,57,19,$100 ,100%,100%,0%,1,13,-0.4,$100 ,76%,29%,23%,88
10/18/2017, , ,68.15,Kyrie Irving,PG,"$8,500 ", , ,BOS,MIL,44,59.6,28.4,3.43,5.2,32.37,35.1,13,16,40.57,0.69,24.94,17.2,4,1,66%,-2.27,-5.4,-0.4&nbsp;Richardson,  Scott,  Spooner, , , , ,2A,1,112.5,105,-0.8,-7.5,217.5,57,31,$0 ,100%,100%,0%,1,19,1.9,$0 ,74%,41%,25%,91
10/18/2017, , ,68.35,Rudy Gobert,C,"$8,800 ", , ,UTA,DEN,43.7,67.6,19.8,1.63,5,19.29,34.8,13,16,42.07,0.8,26.04,17,3,1,2%,-2.69,-2.6,-0.2&nbsp;Goldenberg,  Lindsay,  Washington, , , , ,2H,1,103.3,100.8,-2.7,-2.5,204,50,24.3,$0 ,100%,100%,0%,1,13.3,0.2,$0 ,75%,31%,24%,90
10/18/2017, , ,65.15,Harrison Barnes,SF/PF,"$5,700 ", , ,DAL,ATL,27.1,43,11.2,0.54,4.8,22.59,34.8,5,8,26.56,1.36,10.94,16.4,7,1,95%,0.23,-5.4,-0.4&nbsp;Richardson,  Scott,  Spooner, , , , ,2A,1,112.5,105,-0.8,-7.5,217.5,57,36,$0 ,100%,0%,0%,1,43.6,2.3,$0 ,84%,47%,14%,69
10/18/2017, , ,72.15,Trevor Ariza,SF/PF,"$4,900 ", , ,HOU,@SAC,25.1,36,14.2,2.54,5.1,13.51,34.7,5,8,22.56,1.05,11.48,14.8,8,1,98%,-1.88,-2.6,-0.2&nbsp;Goldenberg,  Lindsay,  Washington, , , , ,2H,1,103.3,100.8,-2.7,-2.5,204,50,27.3,$200 ,100%,0%,0%,1,34.5,3.5,$200 ,91%,48%,8%,85
10/18/2017, , ,69.95,Ricky Rubio,PG,"$7,000 ", , ,UTA,DEN,36.1,49.9,22.3,3.04,5.2,22.09,34.6,5,8,33.06,0.76,15.27,14.8,2,1,86%,1.61,-5.4,-0.4&nbsp;Richardson,  Scott,  Spooner, , , , ,2A,1,112.5,105,-0.8,-7.5,217.5,57,30,$100 ,100%,100%,0%,1,22.6,0.2,$100 ,63%,32%,36%,82
10/18/2017, , ,55.15,DeMarcus Cousins,PF/C,"$10,000 ", , ,NOP,@MEM,47.4,62.6,32.2,-0.67,4.7,32.15,34.5,13,16,48.07,0.79,11.09,13,1,1,24%,-1.73,-2.6,-0.2&nbsp;Goldenberg,  Lindsay,  Washington, , , , ,2H,1,103.3,100.8,-2.7,-2.5,204,50,14.8,$0 ,100%,0%,0%,1,12.4,-3,$0 ,73%,22%,24%,75
10/18/2017, , ,71.55,Marc Gasol,C,"$7,800 ", , ,MEM,NOP,39.2,53.9,24.5,2.13,5,26.37,34.4,5,8,37.07,0.76,9.37,12.1,6,1,93%,-2.03,-5.4,-0.4&nbsp;Richardson,  Scott,  Spooner, , , , ,2A,1,112.5,105,-0.8,-7.5,217.5,57,27.5,$400 ,100%,100%,0%,1,26.5,2.1,$400 ,80%,37%,20%,90
10/18/2017, , ,65.85,Khris Middleton,SG/SF,"$6,400 ", , ,MIL,@BOS,31,43.5,18.5,0.94,4.8,22.16,34.4,5,8,30.06,0.26,-6.62,8.1,0,1,31%, ,-2.6,-0.2&nbsp;Goldenberg,  Lindsay,  Washington, , , , ,2H,1,103.3,100.8,-2.7,-2.5,204,50,1.3,$0 ,0%,0%,100%,1,1.3,-12,$0 ,0%,0%,100%,1
10/18/2017, , ,65.05,Avery Bradley,PG/SG,"$5,500 ", , ,DET,CHA,28.4,40.5,16.3,2.84,5.2,20.46,34.4,5,8,25.56,1.32, , ,6,0,90%,3.38,-0.7,-0.1&nbsp;Fraher,  Stafford,  Wall, , , , , , ,100.5,102,-1.5,1.5,202.5,39, , ,&nbsp;,&nbsp;,&nbsp;, ,49,4,$0 ,91%,50%,8%,81
10/18/2017, , ,55,Gary Harris,SG,"$5,700 ", , ,DEN,@UTA,27.9,39.7,16.1,1.34,4.9,18.03,34.1,2,4,26.56,1.27, , ,5,0,66%,1.54,0.7,0.0&nbsp;Boland,  Davis,  DeRosa, , , , , , ,102.5,99.5,-1.5,-3,202,54, , ,&nbsp;,&nbsp;,&nbsp;, ,37.5,2.1,$0 ,82%,45%,17%,80
10/18/2017, , ,61.65,Wesley Matthews,SG/SF,"$4,900 ", , ,DAL,ATL,24.2,35.1,13.3,1.64,4.9,18.09,33.9,5,8,22.56,0.93, , ,6,0,99%,-2.39,-1.2,-0.2&nbsp;Guthrie,  Taylor,  Zarba, , , , , , ,105.5,112,1.2,6.5,217.5,51, , ,&nbsp;,&nbsp;,&nbsp;, ,29.4,3.5,$0 ,82%,35%,17%,67
10/18/2017, , ,51.9,Myles Turner,C,"$7,700 ", , ,IND,BKN,36.9,52,21.8,0.33,4.8,20.66,33.9,5,8,36.57,1.28, , ,6,0,95%,4.95,1.5,0.0&nbsp;Holtkamp,  Lane,  Malloy, , , , , , ,104.5,101,0.2,-3.5,205.5,72, , ,&nbsp;,&nbsp;,&nbsp;, ,41.6,2.5,$900 ,79%,50%,20%,77
10/18/2017, , ,51.85,Victor Oladipo,SG,"$6,800 ", , ,IND,BKN,32.5,45.4,19.6,0.44,4.8,25.07,33.6,5,8,32.06,0.92, , ,6,0,86%,5.93,5.4,-0.4&nbsp;Richardson,  Scott,  Spooner, , , , , , ,105,112.5,-0.3,7.5,217.5,43, , ,&nbsp;,&nbsp;,&nbsp;, ,29.5,1.2,$0 ,77%,42%,22%,57
10/18/2017, , ,74.25,Jeff Teague,PG,"$5,800 ", , ,MIN,@SAS,28.8,40.9,16.7,1.74,5,18.14,33.5,2,4,27.06,1.07, , ,6,0,99%,-0.31,-0.7,-0.1&nbsp;Fraher,  Stafford,  Wall, , , , , , ,100.5,102,-1.5,1.5,202.5,39, , ,&nbsp;,&nbsp;,&nbsp;, ,34.7,2.8,$0 ,85%,42%,14%,85
10/18/2017, , ,70.6,Jayson Tatum,SF/PF,"$4,100 ", , ,BOS,MIL,26.8,41.1,12.5,8.24,6.5,17.61,33.5,17,20,18.56,0.96, , ,2,0,55%,0.27,-5.6,-0.2&nbsp;Mauer,  Richardson,  Tiven, , , , , , ,96.5,102,1,5.5,198.5,40, , ,&nbsp;,&nbsp;,&nbsp;, ,24.5,1.9,$300 ,79%,30%,20%,87
10/18/2017, , ,63.1,Mike Conley,PG,"$7,700 ", , ,MEM,NOP,37.7,51.4,24,1.13,4.9,26.36,33.4,5,8,36.57,0.84, , ,3,0,55%,-0.6,-1.5,0.0&nbsp;Holtkamp,  Lane,  Malloy, , , , , , ,101,104.5,-0.3,3.5,205.5,28, , ,&nbsp;,&nbsp;,&nbsp;, ,27.1,1,$0 ,75%,30%,24%,69
10/18/2017, , ,81.4,Al Horford,PF/C,"$6,200 ", , ,BOS,MIL,32.9,46.1,19.7,3.84,5.3,17.79,33.3,5,8,29.06,1.14, , ,7,0,13%,1.65,-0.7,0.0&nbsp;Boland,  Davis,  DeRosa, , , , , , ,99.5,102.5,-0.5,3,202,46, , ,&nbsp;,&nbsp;,&nbsp;, ,39.7,2.8,$0 ,82%,46%,17%,79
10/18/2017, , ,77.7,Marcus Smart,PG/SG,"$5,000 ", , ,BOS,MIL,29.9,42.2,17.6,6.84,6,20.43,33.2,5,8,23.06,0.7, , ,5,0,86%,-0.97,5.4,-0.4&nbsp;Richardson,  Scott,  Spooner, , , , , , ,105,112.5,-0.3,7.5,217.5,43, , ,&nbsp;,&nbsp;,&nbsp;, ,17.6,1.7,$0 ,83%,44%,13%,79
10/18/2017, , ,63.2,Eric Bledsoe,PG/SG,"$7,600 ", , ,PHX,POR,37.8,51.9,23.7,1.73,5,28.91,33,5,8,36.07,0.92, , ,4,0,98%,-3.05,-0.7,-0.1&nbsp;Fraher,  Stafford,  Wall, , , , , , ,100.5,102,-1.5,1.5,202.5,39, , ,&nbsp;,&nbsp;,&nbsp;, ,34.5,2.6,$0 ,79%,38%,20%,81
10/18/2017, , ,61.65,Goran Dragic,PG,"$7,100 ", , ,MIA,@ORL,34.3,47.8,20.8,0.74,4.8,25.45,32.8,5,8,33.56,1.24, , ,6,0,0%,4.03,3.8,-0.1&nbsp;Mott,  Orr,  Williams, , , , , , ,109.8,108.3,-0.7,-1.5,218,70, , ,&nbsp;,&nbsp;,&nbsp;, ,44.5,3.1,$0 ,89%,47%,10%,78
10/18/2017, , ,70.45,Jaylen Brown,SG/SF,"$3,900 ", , ,BOS,MIL,27.4,42.1,12.7,9.84,7,20.23,32.7,17,20,17.56,1.11, , ,7,0,31%,1.68,5.4,-0.2&nbsp;Corbin,  Twardoski,  Zielinski, , , , , , ,103.8,101.8,-0.2,-2,205.5,52, , ,&nbsp;,&nbsp;,&nbsp;, ,38.3,4.4,$0 ,87%,46%,12%,80
10/18/2017, , ,64.35,Paul Millsap,PF,"$7,200 ", , ,DEN,@UTA,34.2,47,21.4,0.14,4.8,23.53,32.7,5,8,34.06,0.88, , ,5,0,31%,-0.19,-3.8,-0.1&nbsp;Mott,  Orr,  Williams, , , , , , ,108.3,109.8,-1.2,1.5,218,30, , ,&nbsp;,&nbsp;,&nbsp;, ,18.7,1.8,$0 ,80%,37%,19%,82
10/18/2017, , ,62.8,Dennis Schroder,PG,"$7,400 ", , ,ATL,@DAL,35.4,51.2,19.6,0.33,4.8,30.07,32.7,5,8,35.07,0.72, , ,2,0,86%,-1.86,-5.4,-0.2&nbsp;Corbin,  Twardoski,  Zielinski, , , , , , ,101.8,103.8,0.8,2,205.5,48, , ,&nbsp;,&nbsp;,&nbsp;, ,17.9,2.1,$0 ,87%,41%,12%,73
10/18/2017, , ,54.15,Jrue Holiday,PG,"$7,000 ", , ,NOP,@MEM,32.5,45.6,19.4,-0.56,4.6,21.23,32.6,5,8,33.06,1.35, , ,6,0,47%,-1.63,1.2,-0.2&nbsp;Guthrie,  Taylor,  Zarba, , , , , , ,112,105.5,0.7,-6.5,217.5,49, , ,&nbsp;,&nbsp;,&nbsp;, ,49.7,3.7,$0 ,93%,50%,6%,91
10/18/2017, , ,72.9,Evan Fournier,SG/SF,"$5,100 ", , ,ORL,MIA,26.8,42.5,11.1,3.24,5.3,23.22,32.5,2,4,23.56,1.19, , ,2,0,39%,-0.86,-0.7,0.0&nbsp;Boland,  Davis,  DeRosa, , , , , , ,99.5,102.5,-0.5,3,202,46, , ,&nbsp;,&nbsp;,&nbsp;, ,35,1.7,$0 ,77%,38%,21%,80
10/18/2017, , ,55.5,LaMarcus Aldridge,PF/C,"$7,300 ", , ,SAS,MIN,34.7,50.5,18.9,0.14,4.8,27.67,32.5,5,8,34.56,1.19, , ,7,0,90%,-2.64,-0.7,-0.1&nbsp;Fraher,  Stafford,  Wall, , , , , , ,100.5,102,-1.5,1.5,202.5,39, , ,&nbsp;,&nbsp;,&nbsp;, ,44.3,2.4,$0 ,82%,49%,17%,81
10/18/2017, , ,54.65,Otto Porter,SF/PF,"$5,700 ", , ,WAS,PHI,27.5,40,15,0.94,4.8,15.64,32.4,5,8,26.56,1.03, , ,2,0,90%,-2.08,-5.5,-0.1&nbsp;Brothers,  Collins,  Cutler, , , , , , ,107,109.5,1.7,2.5,216.5,40, , ,&nbsp;,&nbsp;,&nbsp;, ,25.4,2.4,$0 ,78%,41%,21%,70
10/18/2017, , ,78.8,Hassan Whiteside,C,"$8,400 ", , ,MIA,@ORL,41.1,66.1,16.1,1.03,4.9,22.53,32.1,5,8,40.07,0.93, , ,3,0,2%,-0.78,5.4,-0.4&nbsp;Richardson,  Scott,  Spooner, , , , , , ,105,112.5,-0.3,7.5,217.5,43, , ,&nbsp;,&nbsp;,&nbsp;, ,17.3,0.1,$0 ,69%,24%,30%,33
10/18/2017, , ,40.35,Evan Turner,SG/SF,"$5,500 ", , ,POR,@PHX,24.1,38,10.2,-1.46,4.4,17.43,31.9,5,8,25.56,0.88, , ,2,0,97%,-0.35,-0.7,0.0&nbsp;Boland,  Davis,  DeRosa, , , , , , ,99.5,102.5,-0.5,3,202,46, , ,&nbsp;,&nbsp;,&nbsp;, ,24.4,3.4,$0 ,83%,38%,16%,62
10/18/2017, , ,50.75,Rodney Hood,SG/SF,"$5,800 ", , ,UTA,DEN,28.3,41.7,14.9,1.24,4.9,26.06,31.8,5,8,27.06,0.79, , ,4,0,47%,-2.91,-1.5,0.0&nbsp;Holtkamp,  Lane,  Malloy, , , , , , ,101,104.5,-0.3,3.5,205.5,28, , ,&nbsp;,&nbsp;,&nbsp;, ,19.7,1.7,$0 ,80%,48%,19%,78
10/18/2017, , ,35.65,Aaron Gordon,SF/PF,"$6,900 ", , ,ORL,MIA,29.4,44.2,14.6,-3.16,4.3,20.95,31.8,5,8,32.56,0.9, , ,4,0,90%,-2.88,2.6,-0.2&nbsp;Goldenberg,  Lindsay,  Washington, , , , , , ,100.8,103.3,0.3,2.5,204,50, , ,&nbsp;,&nbsp;,&nbsp;, ,28.8,1.8,$0 ,82%,28%,17%,35
10/18/2017, , ,79.3,Robert Covington,SG/SF,"$5,000 ", , ,PHI,@WAS,27,39.2,14.8,3.94,5.4,18.08,31.6,5,8,23.06,0.84, , ,3,0,93%,-2.06,5.6,-0.2&nbsp;Mauer,  Richardson,  Tiven, , , , , , ,102,96.5,0,-5.5,198.5,60, , ,&nbsp;,&nbsp;,&nbsp;, ,29.7,0.9,$0 ,79%,32%,20%,79
10/18/2017, , ,48.05,Ben Simmons,PG/SF,"$7,100 ", , ,PHI,@WAS,33.8,48.5,19.1,0.24,4.8,19.7,31.6,5,8,33.56,0.88, , ,4,0,18%,-1.13,0.7,0.0&nbsp;Boland,  Davis,  DeRosa, , , , , , ,102.5,99.5,-1.5,-3,202,54, , ,&nbsp;,&nbsp;,&nbsp;, ,29.9,2.1,$0 ,79%,37%,20%,72
10/18/2017, , ,55.65,Tobias Harris,SF/PF,"$5,600 ", , ,DET,CHA,26.6,40.8,12.4,0.54,4.8,21.56,31.5,2,4,26.06,1, , ,5,0,0%,-1.67,-0.7,0.0&nbsp;Boland,  Davis,  DeRosa, , , , , , ,99.5,102.5,-0.5,3,202,46, , ,&nbsp;,&nbsp;,&nbsp;, ,18.5,2.5,$0 ,79%,43%,20%,62
10/18/2017, , ,63.6,Wilson Chandler,SF/PF,"$5,000 ", , ,DEN,@UTA,25.3,38.6,12,2.24,5.1,19.37,31,5,8,23.06,0.95, , ,2,0,47%,-3.13,-5.5,-0.1&nbsp;Brothers,  Collins,  Cutler, , , , , , ,107,109.5,1.7,2.5,216.5,40, , ,&nbsp;,&nbsp;,&nbsp;, ,21.6,2.8,$0 ,75%,40%,24%,77
10/18/2017, , ,54.05,Maurice Harkless,SF/PF,"$4,600 ", , ,POR,@PHX,21.5,35.4,7.6,0.44,4.7,12.03,31,2,4,21.06,0.83, , ,3,0,31%,0.92,-0.7,0.0&nbsp;Boland,  Davis,  DeRosa, , , , , , ,99.5,102.5,-0.5,3,202,46, , ,&nbsp;,&nbsp;,&nbsp;, ,25,2.3,$0 ,73%,40%,26%,76
10/18/2017, , ,80.05,Andre Drummond,C,"$7,600 ", , ,DET,CHA,39,55.6,22.4,2.93,5.1,21.43,30.9,5,8,36.07,0.71, , ,0,0,47%,-1.17,0.7,0.0&nbsp;Boland,  Davis,  DeRosa, , , , , , ,102.5,99.5,-1.5,-3,202,54, , ,&nbsp;,&nbsp;,&nbsp;, ,14.3,0.7,$0 ,71%,34%,28%,74
10/18/2017, , ,66.6,Chris Paul,PG,"$8,000 ", , ,HOU,@SAC,37.6,52.2,23,-0.47,4.7,23.97,30.7,9,12,38.07,1.1, , ,2,0,31%,0.71,0.7,-0.1&nbsp;Fraher,  Stafford,  Wall, , , , , , ,102,100.5,-1.5,-1.5,202.5,61, , ,&nbsp;,&nbsp;,&nbsp;, ,27.5,2.6,$0 ,77%,37%,22%,80
10/18/2017, , ,58.75,D'Angelo Russell,PG,"$6,600 ", , ,BKN,@IND,32.6,45.5,19.7,1.54,4.9,29.78,30.6,5,8,31.06,0.97, , ,2,0,1%,1.35,-5.6,-0.2&nbsp;Mauer,  Richardson,  Tiven, , , , , , ,96.5,102,1,5.5,198.5,40, , ,&nbsp;,&nbsp;,&nbsp;, ,15.5,0.5,$200 ,80%,39%,19%,88
10/18/2017, , ,46.4,Taurean Prince,SG/SF,"$5,000 ", , ,ATL,@DAL,23.9,35.9,11.9,0.84,4.8,18.94,30.6,2,4,23.06,1.2, , ,6,0,24%,-1.3,-3.8,-0.1&nbsp;Mott,  Orr,  Williams, , , , , , ,108.3,109.8,-1.2,1.5,218,30, , ,&nbsp;,&nbsp;,&nbsp;, ,39.7,3.8,$0 ,80%,45%,18%,66
10/18/2017, , ,78.2,George Hill,PG/SG,"$5,500 ", , ,SAC,HOU,27.6,39.7,15.5,2.04,5,23.4,30.5,5,8,25.56,1.14, , ,5,0,13%,1.06,5.4,-0.2&nbsp;Corbin,  Twardoski,  Zielinski, , , , , , ,103.8,101.8,-0.2,-2,205.5,52, , ,&nbsp;,&nbsp;,&nbsp;, ,38.3,4.9,$0 ,86%,52%,13%,75
10/18/2017, , ,64.85,Jeremy Lamb,SG/SF,"$5,700 ", , ,CHA,@DET,30,45.3,14.7,3.44,5.3,22.02,30.5,5,8,26.56,0.65, , ,2,0,31%,-2.14,5.4,-0.2&nbsp;Corbin,  Twardoski,  Zielinski, , , , , , ,103.8,101.8,-0.2,-2,205.5,52, , ,&nbsp;,&nbsp;,&nbsp;, ,15.5,-0.1,$0 ,77%,40%,21%,70
10/18/2017, , ,40.15,TJ Warren,SF,"$5,300 ", , ,PHX,POR,21.9,35.8,8,-2.66,4.1,18.4,30.5,2,4,24.56,0.83, , ,2,0,95%,-3.04,-0.7,-0.1&nbsp;Fraher,  Stafford,  Wall, , , , , , ,100.5,102,-1.5,1.5,202.5,39, , ,&nbsp;,&nbsp;,&nbsp;, ,26.9,1.3,$0 ,75%,37%,24%,81
10/18/2017, , ,54.8,Darren Collison,PG,"$5,300 ", , ,IND,BKN,25.1,36.8,13.4,0.54,4.7,20.03,30.4,2,4,24.56,1.06, , ,6,0,39%,0.75,-5.6,-0.2&nbsp;Mauer,  Richardson,  Tiven, , , , , , ,96.5,102,1,5.5,198.5,40, , ,&nbsp;,&nbsp;,&nbsp;, ,33.5,3.3,$200 ,82%,50%,17%,85
10/18/2017, , ,51.6,Elfrid Payton,PG,"$7,100 ", , ,ORL,MIA,33.5,48,19,-0.06,4.7,22.51,30.4,5,8,33.56,1.35, , ,7,0,24%,-1.66,2.6,-0.2&nbsp;Goldenberg,  Lindsay,  Washington, , , , , , ,100.8,103.3,0.3,2.5,204,50, , ,&nbsp;,&nbsp;,&nbsp;, ,48.6,1.7,$0 ,80%,45%,17%,86
10/18/2017, , ,71.4,Marquese Chriss,PF/C,"$5,100 ", , ,PHX,POR,27.3,38.7,15.9,3.74,5.4,20.31,30.3,5,8,23.56,0.9, , ,4,0,1%,0.55,-1.2,-0.2&nbsp;Guthrie,  Taylor,  Zarba, , , , , , ,105.5,112,1.2,6.5,217.5,51, , ,&nbsp;,&nbsp;,&nbsp;, ,21.3,4.3,$0 ,66%,66%,33%,3
10/18/2017, , ,63.85,Marvin Williams,SF/PF,"$5,000 ", , ,CHA,@DET,24.8,37.9,11.7,1.74,5,18.46,30.2,2,4,23.06,1.07, , ,4,0,2%,5.82,1.5,0.0&nbsp;Holtkamp,  Lane,  Malloy, , , , , , ,104.5,101,0.2,-3.5,205.5,72, , ,&nbsp;,&nbsp;,&nbsp;, ,36.1,2.7,$600 ,82%,39%,17%,73
10/18/2017, , ,38.75,Thaddeus Young,PF,"$5,700 ", , ,IND,BKN,24.1,37,11.2,-2.46,4.2,16.35,30.2,2,4,26.56,0.74, , ,4,0,55%,-2.07,5.6,-0.2&nbsp;Mauer,  Richardson,  Tiven, , , , , , ,102,96.5,0,-5.5,198.5,60, , ,&nbsp;,&nbsp;,&nbsp;, ,25.3,2,$0 ,79%,35%,20%,73
10/18/2017, , ,40.95,Nikola Jokic,PF/C,"$9,100 ", , ,DEN,@UTA,39.3,55.1,23.5,-4.27,4.3,21.76,30.1,5,8,43.57,1.03, , ,3,0,55%,1.4,1.5,0.0&nbsp;Holtkamp,  Lane,  Malloy, , , , , , ,104.5,101,0.2,-3.5,205.5,72, , ,&nbsp;,&nbsp;,&nbsp;, ,28.2,4.4,$200 ,78%,57%,19%,76
10/18/2017, , ,61.4,Jusuf Nurkic,C,"$7,500 ", , ,POR,@PHX,35.6,52.9,18.3,0.03,4.7,25.74,29.8,5,8,35.57,1.17, , ,2,0,31%,5.2,3.8,-0.1&nbsp;Mott,  Orr,  Williams, , , , , , ,109.8,108.3,-0.7,-1.5,218,70, , ,&nbsp;,&nbsp;,&nbsp;, ,24.9,1.6,$0 ,66%,33%,31%,66
10/18/2017, , ,49.7,Nikola Vucevic,C,"$7,400 ", , ,ORL,MIA,33.9,49.9,17.9,-1.17,4.6,24.17,29.5,5,8,35.07,0.83, , ,1,0,0%,-2.45,5.5,-0.1&nbsp;Brothers,  Collins,  Cutler, , , , , , ,109.5,107,0.7,-2.5,216.5,60, , ,&nbsp;,&nbsp;,&nbsp;, ,20.9,1.7,$0 ,76%,34%,23%,93
10/18/2017, , ,43,Dennis Smith Jr.,PG/SG,"$6,800 ", , ,DAL,ATL,31.5,44.1,18.9,-0.56,4.6,25.63,29.5,5,8,32.06,1.15, , ,2,0,47%,-1.04,2.6,-0.2&nbsp;Goldenberg,  Lindsay,  Washington, , , , , , ,100.8,103.3,0.3,2.5,204,50, , ,&nbsp;,&nbsp;,&nbsp;, ,26,2.8,$0 ,73%,44%,26%,87
10/18/2017, , ,52.5,Tony Snell,SG/SF,"$3,600 ", , ,MIL,@BOS,17.1,28.1,6.1,1.04,4.8,15.03,29.3,2,4,16.06, , , ,0,0,39%, ,-0.7,0.0&nbsp;Boland,  Davis,  DeRosa, , , , , , ,99.5,102.5,-0.5,3,202,46, , ,&nbsp;,&nbsp;,&nbsp;, , , ,$0 ,&nbsp;,&nbsp;,&nbsp;,0
10/18/2017, , ,42,Josh Richardson,SG/SF,"$4,900 ", , ,MIA,@ORL,20.6,33.8,7.4,-1.96,4.2,15.52,29.3,0,1,22.56,1.05, , ,3,0,31%,-2.78,-5.5,-0.1&nbsp;Brothers,  Collins,  Cutler, , , , , , ,107,109.5,1.7,2.5,216.5,40, , ,&nbsp;,&nbsp;,&nbsp;, ,30.3,0.9,$0 ,71%,38%,26%,63
10/18/2017, , ,69,Eric Gordon,SG,"$4,800 ", , ,HOU,@SAC,24.4,38.3,10.5,2.34,5.1,22.69,29.1,5,8,22.06,0.6, , ,2,0,55%,-2.19,-5.4,-0.2&nbsp;Corbin,  Twardoski,  Zielinski, , , , , , ,101.8,103.8,0.8,2,205.5,48, , ,&nbsp;,&nbsp;,&nbsp;, ,15,1.2,$0 ,80%,42%,18%,66
10/18/2017, , ,47.2,Willie Cauley-Stein,PF/C,"$5,900 ", , ,SAC,HOU,27.2,44,10.4,-0.36,4.6,21.56,29,5,8,27.56,0.94, , ,3,0,47%,-1.2,0.7,0.0&nbsp;Boland,  Davis,  DeRosa, , , , , , ,102.5,99.5,-1.5,-3,202,54, , ,&nbsp;,&nbsp;,&nbsp;, ,22.6,3.1,$0 ,90%,42%,10%,80
